0,87.66623611469905,
1,175.3324722293981,
2,262.99870834409717,
3,350.6649444587962,
4,438.3311805734952,
5,525.9974166881942,
6,613.6636528028932,
7,701.3298889175923,
8,788.9961250322913,
9,876.6623611469903,
10,964.3285972616893,
11,1051.9948333763884,
12,1139.6610694910876,
13,1227.3273056057867,
14,1314.9935417204858,
15,1402.659777835185,
16,1490.326013949884,
17,1577.9922500645832,
18,1665.6584861792824,
19,1753.3247222939815,
20,1840.9909584086806,
21,1928.6571945233798,
22,2016.323430638079,
23,2103.989666752778,
24,2191.655902867477,
25,2279.322138982176,
26,2366.988375096875,
27,2454.6546112115743,
28,2542.3208473262735,
29,2629.9870834409726,
30,2717.6533195556717,
31,2805.319555670371,
32,2892.98579178507,
33,2980.652027899769,
34,3068.3182640144682,
35,3155.9845001291674,
36,3243.6507362438665,
37,3331.3169723585656,
38,3418.9832084732648,
39,3506.649444587964,
40,3594.315680702663,
41,3681.981916817362,
42,3769.6481529320613,
43,3857.3143890467604,
44,3944.9806251614596,
45,4032.6468612761587,
46,4120.313097390857,
47,4207.9793335055565,
