0,86.8259212198221,
1,173.6518424396442,
2,260.4777636594663,
3,347.3036848792884,
4,434.12960609911056,
5,520.9555273189327,
6,607.7814485387548,
7,694.607369758577,
8,781.4332909783991,
9,892.2592121982212,
10,1003.0851334180434,
11,1113.9110546378654,
12,1224.7369758576874,
13,1335.5628970775094,
14,1446.3888182973315,
15,1581.2147395171535,
16,1716.0406607369755,
17,1850.8665819567975,
18,1985.6925031766195,
19,2120.518424396442,
20,2255.344345616264,
21,2366.1702668360863,
22,2476.9961880559085,
23,2587.822109275731,
24,2698.648030495553,
25,2809.4739517153753,
26,2920.2998729351975,
27,3007.12579415502,
28,3093.951715374842,
29,3180.7776365946643,
30,3267.6035578144865,
31,3354.4294790343088,
32,3441.255400254131,
33,3552.0813214739533,
34,3662.9072426937755,
35,3773.7331639135978,
36,3884.55908513342,
37,3995.3850063532423,
38,4106.2109275730645,
39,4241.036848792886,
40,4375.862770012708,
41,4510.68869123253,
42,4645.514612452352,
43,4780.3405336721735,
44,4915.166454891995,
45,5049.992376111817,
46,5184.818297331639,
47,5319.644218551461,
