0,87.66623611469905,
1,175.3324722293981,
2,262.99870834409717,
3,350.6649444587962,
4,438.3311805734952,
5,525.9974166881942,
6,613.6636528028932,
7,701.3298889175923,
8,788.9961250322913,
9,876.6623611469903,
10,964.3285972616893,
11,1051.9948333763884,
12,1187.6610694910876,
13,1323.3273056057867,
14,1458.9935417204858,
15,1594.659777835185,
16,1730.326013949884,
17,1865.9922500645832,
18,2001.6584861792824,
19,2137.3247222939813,
20,2272.9909584086804,
21,2408.6571945233795,
22,2544.3234306380787,
23,2679.989666752778,
24,2767.655902867477,
25,2855.322138982176,
26,2942.988375096875,
27,3030.6546112115743,
28,3118.3208473262735,
29,3205.9870834409726,
30,3293.6533195556717,
31,3381.319555670371,
32,3468.98579178507,
33,3556.652027899769,
34,3644.3182640144682,
35,3731.9845001291674,
36,3867.6507362438665,
37,4003.3169723585656,
38,4138.983208473264,
39,4274.649444587963,
40,4410.315680702663,
41,4545.981916817362,
42,4681.648152932061,
43,4817.31438904676,
44,4952.980625161459,
45,5088.646861276158,
46,5224.313097390857,
47,5359.9793335055565,
